Unnamed: 0,seed,binary codification,max layers,max convs per layer,layers,training secs,epochs,val_loss,val_iou,val_dice,val_dice crossentropy,val_accuracy,num_parameters,flops,val_iou_bin,gradnorm,synflow,RN,NTK
899,903,AAAAAAAAAAAAAAAAAAAHJUABSVTOMPXIHCTB3HA_192,4,2,2,36.09550223199949,15,0.1130847740173339,0.886915225982666,0.939862551689148,0.6993007242679596,0.9661402893066406,56959,1061457920.0,2,0.23767441511154175,-233336.69805772603,0.0,-34.049373626708984
827,831,AAAAAAAAAAAAAAAAAEZRBMADQCAB5YQABYZVQVQ_192,4,2,2,241.81051755200315,15,0.1114879691600799,0.88851203083992,0.940753172636032,0.6582971608638764,0.9659245300292968,39429,1188175872.0,2,4.364891529083252,-193.18954688991653,0.0,12467727.0
15,15,AAAAAAAAAAAAAAAAAAANYEABQCAANJXLFBIAD7A_192,4,2,2,92.51169774799928,15,0.1371870970726013,0.8628129029273987,0.9260602259635924,0.6758395183086395,0.9614439392089844,32319,1727729664.0,2,0.34369388222694397,-0.32916495791391753,0.0,59828812.0
991,995,AAAAAAAAAAAAAAAAAOCXGFKFQUAALGQAB27AB5I_192,4,2,2,191.1434312249985,15,0.145441951751709,0.8545580482482911,0.9211006844043732,0.6808987808227539,0.9592008209228516,83377,1869725696.0,2,0.05164914205670357,-1391442.7453874126,0.0,-46.937713623046875
438,440,AAAAAAAAAAAAAAAAAAAHJEABQ6AA3KQADJJEG5Y_192,4,2,2,39.72728149999966,15,0.1053000000119209,0.8946456751227378,0.9441732025146484,0.7095435583591461,0.968833827972412,164204,2395537408.0,2,0.2327064424753189,-1213339.9793142676,0.0,-884.1552124023438
692,696,AAAAAAAAAAAAAAAAAAAM2MAB2PUCPLQABIQABVI_192,4,2,2,114.090323131,15,0.1155627250671386,0.8844372749328613,0.9382886624336244,0.6937127602100372,0.965482177734375,75053,2652004352.0,2,0.5172565579414368,-2583096.6880023973,0.0,-332.05438232421875
365,367,AAAAAAAAAAAAAAAAABJB3PGAID5MZGQAHIQAB4A_192,4,2,2,99.73408509999716,15,0.1124961665272712,0.8875022807717323,0.9400496572256088,0.6933872318267822,0.9665070915222168,73687,2688466944.0,2,0.0796506404876709,-0.30731865705350003,0.0,96126352.0
179,181,AACXYADUUAAYDAAOWVLGCM6VQMAAYJTLULIABBI_192,4,2,4,65.42595718300436,15,0.0762786662578582,0.9237213337421416,0.9602916061878204,0.7174475383758545,0.9747904205322264,25305,229550080.0,3,0.6823572516441345,-561713.4203853272,0.0,-92.01180267333984
373,375,AAAAAAAAAAAAAAAAAG2SJUWVGOAAMIXITJA4ZFI_192,4,2,2,59.12828620000073,15,0.0926542395353317,0.907339010834694,0.9511735978722572,0.7071196585893631,0.970561866760254,9203,553164800.0,3,0.6885287165641785,-12424882.968902588,0.0,-328.6531066894531
542,545,AAAAAAAAAAAAAAAAAAAGI5LQYJTCJCUDBBWALEY_192,4,2,2,51.72677487999317,15,0.0767656123638153,0.9232343876361848,0.95997709274292,0.7168907582759857,0.974348373413086,42477,618528768.0,3,0.05402917042374611,-29374.978138172417,0.0,-476.3700866699219
225,227,AAAAAAAAA2JCBAAOCBDVJHYYKQAAJAW3TDYAGRQ_192,4,2,3,87.74870839994401,15,0.0951764214038848,0.9048235785961152,0.949883496761322,0.7040825450420379,0.9698284149169922,169732,889094144.0,3,0.08474743366241455,-548113.372374516,0.0,-3000.960205078125
965,969,AAAAAAAAAABYXAANVHD42FSIKQAA4PQABY6ATBA_192,4,2,3,45.2958951010005,15,0.077068030834198,0.922931969165802,0.9598520243167876,0.7178731393814087,0.97423095703125,58609,894058496.0,3,0.20314696431159973,-3310153.5956426077,0.0,-25.888385772705078
383,385,AAAAAAAAAAAAAAAAAE3BJFONWUAA3GXBT3B4JVA_192,4,2,2,64.27989750000415,15,0.0941800820827484,0.905803080201149,0.950370469391346,0.7079923093318939,0.970814609527588,15294,926433280.0,3,0.057921767234802246,-144341.74931043386,0.0,-42.204627990722656
1003,1007,AAAAAAAAAAAAAAAAAAAHZUADIL4AQFQADYLQC5Y_192,4,2,2,77.60797021499457,15,0.0816790175437927,0.9183209824562072,0.9573319268226624,0.7042311382293701,0.9731575775146484,69360,1318191104.0,3,0.21868911385536194,-7923842.45259868,0.0,-315.7995300292969
